time.stamp,u   ,v   ,w   ,t   ,q   ,c
 1650.50, -2.16, -2.28, -0.39, 28.72,1244.8835,  23.0562
 1650.60, -2.14, -1.95, -0.32, 29.59,1241.6364,  23.0770
 1650.70, -1.74, -2.15, -0.29, 29.18,1238.9874,  23.0990
 1650.80, -1.91, -2.15, -0.35, 29.14,1237.2783,  23.1197
 1650.90, -2.02, -1.94, -0.23, 29.02,1235.8257,  23.1270
 1651.00, -2.02, -1.71, -0.40, 29.38,1237.7056,  23.1063
 1651.10, -1.96, -1.50, -0.24, 29.96,1241.5509,  23.0721
 1651.20, -1.92, -1.35,  0.08, 30.21,1242.8328,  23.0685
 1651.30, -1.96, -1.55, -0.16, 29.40,1240.0128,  23.0916
 1651.40, -1.63, -1.64, -0.06, 29.59,1238.6456,  23.0892
 1651.50, -1.92, -1.12, -0.21, 29.74,1240.7819,  23.0672
 1651.60, -1.48, -1.73,  0.05, 29.64,1247.8744,  23.0330
 1651.70, -2.40, -1.40,  0.26, 30.23,1256.6759,  22.9903
 1651.80, -2.65, -1.17,  0.20, 30.45,1246.5927,  23.0086
 1651.90, -2.47, -1.41,  0.21, 30.35,1251.1216,  23.0001
 1652.00, -2.44, -1.08,  0.20, 30.67,1263.7684,  22.9708
 1652.10, -2.63, -1.41,  0.05, 30.81,1342.4696,  22.6827
 1652.20, -2.30, -1.35,  0.29, 30.64,1403.1404,  22.4654
 1652.30, -3.06, -1.06,  0.66, 30.49,1346.7422,  22.6632
 1652.40, -3.10, -1.34,  0.68, 30.37,1304.5289,  22.7865
 1652.50, -3.73, -1.46,  0.43, 29.60,1373.3176,  22.5460
 1652.60, -2.89, -2.11, -0.26, 28.78,1384.2555,  22.5069
 1652.70, -3.33, -1.59, -0.26, 28.74,1412.8818,  22.4129
 1652.80, -3.32, -1.62, -0.05, 28.86,1330.0791,  22.7474
 1652.90, -3.15, -1.61,  0.37, 28.78,1294.7875,  22.8890
 1653.00, -3.15, -1.73,  0.02, 28.78,1237.4492,  23.1148
 1653.10, -3.13, -1.60,  0.29, 28.86,1237.7910,  23.1173
 1653.20, -2.92, -1.76,  0.44, 28.86,1244.6272,  23.0916
 1653.30, -2.99, -1.70,  0.39, 29.02,1271.0319,  22.9867
 1653.40, -2.80, -1.51,  0.79, 29.08,1254.3688,  23.0587
 1653.50, -3.01, -1.77,  0.67, 29.02,1248.2162,  23.0782
 1653.60, -3.02, -1.93,  0.65, 28.74,1236.7656,  23.1124
 1653.70, -2.51, -2.06,  0.27, 28.81,1357.0818,  22.6534
 1653.80, -2.44, -1.97, -0.13, 28.82,1279.2352,  22.9452
 1653.90, -2.44, -2.02, -0.12, 28.72,1238.5602,  23.1112
 1654.00, -2.88, -2.13, -0.30, 28.82,1239.9274,  23.1136
 1654.10, -2.71, -2.04, -0.14, 28.67,1236.5093,  23.1307
 1654.20, -2.49, -2.15,  0.17, 28.78,1236.4238,  23.1209
 1654.30, -2.28, -1.88,  0.42, 28.92,1237.1074,  23.1234
 1654.40, -2.57, -1.85,  0.40, 28.78,1236.1675,  23.1331
 1654.50, -2.63, -2.04,  0.28, 29.00,1242.9182,  23.0977
 1654.60, -2.61, -2.25,  0.21, 29.06,1243.8582,  23.0929
 1654.70, -2.69, -2.16, -0.26, 29.14,1240.6110,  23.1026
 1654.80, -2.40, -2.57, -0.48, 29.08,1255.3942,  23.0428
 1654.90, -2.47, -2.71, -0.58, 29.08,1257.5304,  23.0294
 1655.00, -2.34, -2.70, -0.60, 29.15,1260.6921,  23.0245
 1655.10, -2.39, -2.95, -0.68, 29.20,1260.5212,  23.0196
 1655.20, -2.53, -2.87, -0.51, 28.96,1257.5304,  23.0135
 1655.30, -2.28, -2.82, -0.53, 28.96,1250.8652,  23.0514
 1655.40, -2.34, -2.86, -0.41, 29.49,1240.2692,  23.0843
 1655.50, -2.09, -2.86, -0.17, 29.50,1256.7614,  23.0184
 1655.60, -2.20, -2.89, -0.26, 29.35,1253.5142,  23.0428
 1655.70, -2.14, -2.49, -0.31, 29.17,1315.4668,  22.7987
 1655.80, -2.28, -2.72, -0.54, 29.31,1305.9816,  22.8377
 1655.90, -1.98, -2.50, -0.14, 29.17,1283.4224,  22.9122
 1656.00, -2.26, -2.53, -0.50, 29.00,1272.6554,  22.9635
 1656.10, -2.59, -2.52, -0.42, 29.11,1310.1688,  22.8255
 1656.20, -2.43, -2.51, -0.30, 29.20,1358.6200,  22.6424
 1656.30, -2.35, -2.22,  0.05, 29.20,1260.8630,  22.9952
 1656.40, -2.46, -2.53, -0.16, 29.03,1238.3038,  23.0868
 1656.50, -2.24, -1.99,  0.11, 29.13,1238.7311,  23.0831
 1656.60, -2.33, -2.07,  0.31, 28.99,1240.5255,  23.0685
 1656.70, -2.42, -2.11,  0.03, 28.97,1238.3893,  23.0819
 1656.80, -2.65, -2.38, -0.14, 29.25,1237.4492,  23.0880
 1656.90, -2.35, -2.50, -0.22, 29.20,1237.2783,  23.0965
 1657.00, -2.19, -2.61, -0.11, 29.21,1236.7656,  23.0977
 1657.10, -2.58, -2.70,  0.34, 28.92,1237.5347,  23.0929
 1657.20, -2.63, -2.26, -0.15, 29.38,1241.2091,  23.0807
 1657.30, -1.86, -2.99, -0.52, 29.79,1241.8073,  23.0709
 1657.40, -2.23, -3.60, -0.78, 29.72,1239.3292,  23.0855
 1657.50, -2.12, -4.02, -0.35, 29.36,1244.7981,  23.0660
 1657.60, -2.29, -3.98, -0.81, 29.06,1260.3503,  22.9903
 1657.70, -2.33, -4.11, -0.86, 29.27,1301.2817,  22.8280
 1657.80, -1.72, -3.44, -0.29, 29.61,1369.9850,  22.5741
 1657.90, -0.81, -3.10,  0.19, 30.13,1339.3933,  22.6949
 1658.00, -1.43, -2.69, -0.80, 29.92,1352.2111,  22.6571
 1658.10, -1.93, -3.41,  0.58, 29.74,1301.7944,  22.8438
 1658.20, -1.86, -3.23,  0.28, 30.09,1277.6116,  22.9293
 1658.30, -1.65, -3.22,  0.09, 29.20,1281.5424,  22.9110
 1658.40, -1.63, -3.54,  0.01, 29.00,1273.5099,  22.9317
 1658.50, -1.59, -3.81,  0.12, 29.10,1310.9379,  22.7950
 1658.60, -1.59, -3.75, -0.09, 28.83,1405.4475,  22.4581
 1658.70, -1.83, -3.79, -0.29, 29.02,1273.3390,  22.9696
 1658.80, -1.75, -3.84, -0.51, 28.97,1259.9231,  23.0196
 1658.90, -1.65, -3.85, -0.71, 28.88,1256.0778,  23.0404
 1659.00, -1.61, -3.98, -0.67, 29.11,1251.6343,  23.0440
 1659.10, -1.46, -3.93, -0.80, 29.08,1242.8328,  23.0746
 1659.20, -1.38, -4.61, -0.25, 29.71,1242.7473,  23.0807
 1659.30, -1.42, -4.17,  0.41, 29.57,1242.3201,  23.0843
 1659.40, -0.90, -3.84,  0.62, 29.71,1241.9781,  23.0721
 1659.50, -0.81, -4.06,  0.88, 29.88,1306.6653,  22.8304
 1659.60, -0.58, -3.19,  1.12, 29.71,1319.8248,  22.7938
 1659.70, -0.42, -3.02,  1.31, 29.78,1328.9681,  22.7559
 1659.80, -0.62, -3.11,  1.00, 29.85,1343.7513,  22.7120
 1659.90, -0.64, -2.88,  0.87, 30.07,1324.6101,  22.7767
 1660.00, -1.03, -2.89,  0.92, 30.27,1330.9336,  22.7425
 1660.10, -0.83, -3.10,  0.45, 29.59,1375.6249,  22.5875
 1660.20, -0.74, -2.84,  0.94, 29.74,1365.7124,  22.6131
 1660.30, -0.81, -3.35,  0.76, 29.77,1352.8947,  22.6607
 1660.40, -1.19, -2.62,  1.17, 29.86,1339.9060,  22.7157
 1660.50, -2.08, -3.02,  0.85, 30.06,1286.4132,  22.8951
 1660.60, -2.01, -3.25,  0.73, 29.25,1291.4548,  22.8768
 1660.70, -2.01, -3.57,  0.18, 29.32,1343.4095,  22.6742
 1660.80, -1.60, -3.97,  0.44, 29.56,1279.7479,  22.9049
 1660.90, -2.11, -4.13,  0.44, 29.47,1247.7035,  23.0196
 1661.00, -2.10, -4.19,  0.07, 29.63,1245.9089,  23.0282
 1661.10, -2.22, -4.14,  0.07, 29.64,1254.4542,  22.9915
 1661.20, -2.52, -3.92, -0.12, 29.85,1257.7867,  22.9757
 1661.30, -2.42, -4.14, -0.05, 29.50,1264.7084,  22.9513
 1661.40, -2.03, -3.59,  0.20, 29.57,1267.8701,  22.9366
 1661.50, -1.84, -3.44, -0.15, 29.74,1268.4683,  22.9488
 1661.60, -1.95, -3.22,  0.29, 29.77,1258.8977,  22.9854
 1661.70, -1.74, -2.67,  0.40, 29.61,1248.9852,  23.0123
 1661.80, -1.46, -2.19,  0.03, 29.79,1264.2811,  22.9537
 1661.90, -2.08, -1.97,  0.03, 29.91,1281.3715,  22.9037
 1662.00, -2.86, -1.43,  0.22, 29.67,1293.5056,  22.8585
 1662.10, -2.66, -2.04,  0.21, 29.91,1318.1158,  22.7657
 1662.20, -2.26, -2.04,  0.01, 30.07,1301.5381,  22.8304
 1662.30, -1.34, -2.15,  0.21, 29.78,1309.4851,  22.8072
 1662.40, -1.43, -2.21,  0.08, 29.88,1347.4258,  22.6803
 1662.50, -0.95, -2.27,  0.73, 30.02,1371.2668,  22.5911
 1662.60, -1.87, -3.13,  0.36, 29.95,1344.2640,  22.6742
 1662.70, -2.19, -2.41,  1.09, 29.84,1347.8530,  22.6656
 1662.80, -1.05, -2.67,  0.70, 29.93,1353.1510,  22.6424
 1662.90, -1.09, -2.74,  0.41, 29.56,1367.4215,  22.5924
 1663.00, -1.40, -2.24,  0.56, 29.54,1346.4858,  22.6656
 1663.10, -1.58, -2.80,  0.19, 29.49,1334.3517,  22.7120
 1663.20, -1.22, -2.92,  0.16, 29.56,1365.5415,  22.6070
 1663.30, -1.55, -2.95,  0.33, 29.67,1297.1801,  22.8512
 1663.40, -1.36, -3.56,  0.09, 29.71,1262.4012,  22.9745
 1663.50, -0.93, -3.09, -0.09, 29.98,1254.6251,  22.9915
 1663.60, -1.23, -3.35,  0.28, 29.71,1259.4958,  22.9806
 1663.70, -1.42, -2.82,  0.48, 29.70,1280.6024,  22.9110
 1663.80, -1.55, -2.43,  0.34, 29.81,1299.7437,  22.8463
 1663.90, -1.35, -2.12,  0.07, 29.77,1291.4548,  22.8805
 1664.00, -1.37, -1.73,  0.21, 29.78,1327.6010,  22.7523
 1664.10, -1.40, -1.91,  0.48, 29.70,1299.0601,  22.8524
 1664.20, -0.92, -2.24,  0.53, 29.68,1268.3828,  22.9598
 1664.30, -1.72, -2.61,  0.50, 29.89,1266.7593,  22.9549
 1664.40, -1.36, -3.00,  0.21, 29.75,1302.0509,  22.8328
 1664.50, -1.54, -2.83,  0.79, 30.11,1411.2583,  22.4617
 1664.60, -1.61, -2.85,  0.28, 29.85,1379.8975,  22.5716
 1664.70, -1.48, -2.97,  0.04, 29.93,1287.1823,  22.8963
 1664.80, -1.12, -2.71,  0.32, 29.84,1296.1547,  22.8646
 1664.90, -1.12, -2.53,  0.64, 30.28,1367.2506,  22.6082
 1665.00, -1.30, -2.53,  0.82, 30.18,1405.4475,  22.4715
 1665.10, -1.81, -3.22,  0.23, 30.00,1420.6580,  22.4300
 1665.20, -1.37, -3.09,  0.40, 30.14,1385.7936,  22.5606
 1665.30, -1.55, -2.71,  0.48, 30.03,1339.7351,  22.7108
 1665.40, -1.48, -2.63,  0.47, 30.16,1404.2512,  22.4752
 1665.50, -1.41, -2.86,  0.18, 30.04,1397.7568,  22.4996
 1665.60, -1.76, -2.36,  0.46, 30.41,1392.8861,  22.5216
 1665.70, -1.75, -2.06,  0.61, 30.38,1400.9186,  22.5020
 1665.80, -1.23, -1.78,  0.90, 30.53,1386.6482,  22.5460
 1665.90, -1.59, -1.84,  0.75, 30.62,1345.8021,  22.6778
 1666.00, -1.61, -1.76,  0.68, 30.76,1372.7195,  22.5887
 1666.10, -2.02, -1.67,  0.18, 30.44,1438.1757,  22.3604
 1666.20, -2.30, -1.97, -0.54, 29.63,1438.1757,  22.3604
 1666.30, -2.50, -2.09,  0.36, 29.91,1446.5499,  22.3372
 1666.40, -2.65, -1.85,  0.86, 30.18,1458.1714,  22.2835
 1666.50, -2.26, -2.06,  0.20, 29.75,1356.3982,  22.6363
 1666.60, -2.14, -2.29,  0.21, 30.37,1308.7161,  22.8255
 1666.70, -1.85, -2.67,  0.12, 30.32,1324.3538,  22.7645
 1666.80, -2.20, -2.70, -0.04, 29.95,1358.3636,  22.6168
 1666.90, -2.56, -2.84, -0.13, 29.02,1368.7887,  22.5802
 1667.00, -2.43, -3.10,  0.25, 28.90,1397.6714,  22.4923
 1667.10, -2.31, -2.65,  0.18, 28.71,1389.2117,  22.5277
 1667.20, -2.54, -2.68,  0.03, 28.92,1322.2175,  22.7999
 1667.30, -3.06, -2.96, -0.02, 28.81,1348.1948,  22.6973
 1667.40, -3.37, -2.93, -0.09, 29.53,1323.2429,  22.8023
 1667.50, -2.98, -2.41,  0.52, 29.32,1259.4104,  23.0807
 1667.60, -2.62, -3.45,  0.31, 30.10,1255.4796,  23.0697
 1667.70, -1.58, -3.20,  0.28, 29.70,1251.6343,  23.0648
 1667.80, -1.44, -3.20, -0.12, 30.16,1283.0806,  22.9403
 1667.90, -1.91, -3.41, -0.21, 30.38,1353.1510,  22.6729
 1668.00, -1.86, -3.82,  0.38, 30.37,1297.2655,  22.9220
 1668.10, -1.49, -3.81, -0.07, 29.98,1303.7599,  22.8817
 1668.20, -2.79, -3.64,  0.32, 29.82,1360.9271,  22.6436
 1668.30, -2.74, -3.49,  0.29, 29.25,1417.5817,  22.4495
 1668.40, -2.76, -3.60,  0.00, 29.32,1454.1552,  22.3043
 1668.50, -2.58, -3.83, -0.38, 29.25,1313.5868,  22.8109
 1668.60, -2.40, -3.53, -0.05, 29.15,1247.8744,  23.0465
 1668.70, -2.33, -3.57, -0.54, 29.68,1247.0199,  23.0318
 1668.80, -2.51, -3.42, -0.56, 29.36,1245.5671,  23.0208
 1668.90, -2.20, -3.51, -0.26, 29.24,1245.0544,  23.0221
 1669.00, -1.97, -3.37, -0.42, 29.33,1244.9690,  23.0172
 1669.10, -2.23, -3.52, -0.58, 29.67,1245.2253,  23.0282
 1669.20, -2.25, -3.34, -0.52, 29.43,1247.1053,  23.0428
 1669.30, -2.03, -3.18, -0.32, 29.20,1246.3363,  23.0440
 1669.40, -2.27, -3.20, -0.17, 29.11,1245.2253,  23.0282
 1669.50, -2.32, -3.32,  0.01, 29.17,1244.8835,  23.0184
 1669.60, -2.22, -3.44, -0.36, 29.14,1246.6781,  23.0514
 1669.70, -1.93, -3.45, -0.37, 29.06,1246.2509,  23.0489
 1669.80, -1.84, -3.60, -0.06, 29.28,1246.0800,  23.0477
 1669.90, -1.76, -3.36, -0.08, 29.47,1246.0800,  23.0514
 1670.00, -2.05, -3.72,  0.31, 29.17,1245.6526,  23.0343
 1670.10, -2.26, -3.37,  0.08, 29.15,1244.7981,  23.0294
 1670.20, -2.40, -3.22,  0.02, 29.13,1244.8835,  23.0453
 1670.30, -2.32, -3.03, -0.07, 29.10,1276.9280,  22.9525
 1670.40, -2.15, -2.75,  0.02, 29.17,1244.7126,  23.0623
 1670.50, -2.16, -2.49,  0.08, 29.25,1244.8835,  23.0575
 1670.60, -1.99, -2.65, -0.11, 29.11,1244.9690,  23.0550
 1670.70, -2.01, -3.01, -0.42, 29.31,1244.3708,  23.0550
 1670.80, -2.03, -2.61, -0.24, 29.31,1243.9436,  23.0526
 1670.90, -2.24, -2.89, -0.02, 29.28,1244.3708,  23.0587
 1671.00, -2.17, -3.10,  0.18, 29.28,1244.4563,  23.0623
 1671.10, -1.94, -3.19,  0.00, 29.31,1243.9436,  23.0648
 1671.20, -2.11, -2.88,  0.15, 29.32,1243.4309,  23.0660
 1671.30, -2.02, -3.02, -0.20, 29.22,1242.8328,  23.0648
 1671.40, -2.06, -2.88,  0.04, 29.25,1243.5164,  23.0538
 1671.50, -1.84, -2.94, -0.08, 29.42,1248.7289,  23.0355
 1671.60, -2.39, -3.02,  0.02, 29.49,1244.1145,  23.0538
 1671.70, -2.08, -3.38,  0.00, 29.54,1246.5927,  23.0489
 1671.80, -1.58, -3.42, -0.36, 29.38,1252.9160,  23.0233
 1671.90, -2.12, -3.34,  0.02, 29.42,1261.9739,  22.9903
 1672.00, -2.86, -3.61, -0.13, 29.64,1263.7684,  22.9891
 1672.10, -2.75, -3.08,  0.16, 29.79,1251.1216,  23.0306
 1672.20, -2.33, -3.15, -0.06, 29.64,1268.2119,  22.9769
 1672.30, -2.58, -2.90, -0.21, 28.99,1281.6278,  22.9317
 1672.40, -2.36, -2.91, -0.67, 29.04,1287.6949,  22.9098
 1672.50, -2.32, -2.80, -0.60, 29.03,1262.3158,  22.9879
 1672.60, -2.86, -2.82, -0.64, 28.89,1295.1293,  22.8841
 1672.70, -2.96, -3.05, -0.55, 29.24,1257.6158,  23.0147
 1672.80, -2.85, -3.12, -0.57, 29.17,1242.7473,  23.1014
 1672.90, -3.02, -3.08, -0.31, 29.25,1243.6873,  23.0929
 1673.00, -3.07, -2.94, -0.04, 29.20,1245.7380,  23.0489
 1673.10, -2.79, -3.14, -0.27, 29.20,1245.9089,  23.0489
 1673.20, -2.49, -3.32, -0.20, 29.17,1246.1654,  23.0489
 1673.30, -2.22, -3.18, -0.08, 29.35,1249.3270,  23.0367
 1673.40, -2.22, -3.50, -0.18, 29.29,1251.1216,  23.0355
 1673.50, -2.42, -3.33, -0.42, 29.25,1255.3942,  23.0123
 1673.60, -2.41, -3.32, -0.53, 29.32,1262.9139,  22.9854
 1673.70, -2.04, -3.32, -0.25, 29.38,1250.0106,  23.0318
 1673.80, -2.48, -3.11, -0.52, 29.29,1247.1053,  23.0416
 1673.90, -2.13, -3.35, -0.49, 29.49,1247.1908,  23.0392
 1674.00, -2.11, -3.20, -0.41, 29.42,1246.8490,  23.0416
 1674.10, -2.23, -3.21, -0.34, 29.38,1247.1908,  23.0343
 1674.20, -2.24, -3.03, -0.59, 29.54,1248.3871,  23.0257
 1674.30, -2.17, -3.29, -0.77, 29.31,1249.3270,  23.0245
 1674.40, -1.76, -3.41, -0.57, 29.35,1250.0106,  23.0233
 1674.50, -1.34, -3.39, -0.57, 29.54,1251.5488,  23.0221
 1674.60, -1.39, -3.43, -0.66, 29.57,1249.8397,  23.0306
 1674.70, -1.04, -3.44, -0.43, 29.59,1256.9323,  23.0037
 1674.80, -1.16, -3.23, -0.61, 29.56,1283.5078,  22.9232
 1674.90, -1.14, -3.05, -0.58, 29.59,1282.1406,  22.9342
 1675.00, -0.94, -3.00,  0.08, 29.54,1283.5933,  22.9342
 1675.10, -0.97, -2.82,  0.10, 29.56,1290.8567,  22.8975
 1675.20, -0.80, -2.80,  0.31, 29.68,1264.6229,  22.9830
 1675.30, -0.82, -3.04,  0.09, 29.78,1277.0989,  22.9403
 1675.40, -1.34, -3.30, -0.17, 29.49,1282.6533,  22.9220
 1675.50, -1.35, -3.16,  0.07, 29.49,1291.9675,  22.9012
 1675.60, -1.64, -3.10,  0.05, 29.56,1284.7896,  22.9232
 1675.70, -1.61, -2.88,  0.15, 29.52,1248.5580,  23.0245
 1675.80, -1.50, -2.68, -0.22, 29.60,1249.9252,  23.0330
 1675.90, -1.50, -2.75, -0.09, 29.59,1254.5397,  23.0050
 1676.00, -1.70, -2.95, -0.02, 29.53,1261.2048,  22.9891
 1676.10, -1.79, -2.96, -0.37, 29.66,1271.2028,  22.9561
 1676.20, -1.66, -2.83, -0.05, 29.74,1275.9026,  22.9391
 1676.30, -1.72, -3.17, -0.17, 29.71,1280.9442,  22.9220
 1676.40, -1.96, -2.71,  0.21, 29.67,1265.8192,  22.9696
 1676.50, -2.24, -3.02, -0.30, 29.71,1268.8101,  22.9500
 1676.60, -1.98, -3.07, -0.15, 29.66,1269.5791,  22.9525
 1676.70, -1.71, -2.77, -0.06, 29.66,1267.4429,  22.9574
 1676.80, -2.10, -2.73,  0.00, 29.57,1260.5212,  22.9696
 1676.90, -1.81, -2.71, -0.47, 29.53,1258.2996,  22.9842
 1677.00, -1.71, -2.77, -0.45, 29.52,1257.8722,  22.9781
 1677.10, -1.81, -2.95, -0.27, 29.68,1258.0432,  22.9793
 1677.20, -1.61, -2.88,  0.11, 29.66,1253.6851,  22.9854
 1677.30, -1.47, -2.62,  0.13, 29.74,1250.0106,  23.0037
 1677.40, -1.40, -2.46,  0.11, 29.79,1256.5905,  22.9806
 1677.50, -1.64, -2.52, -0.11, 29.75,1268.2974,  22.9439
 1677.60, -1.32, -2.80, -0.06, 29.70,1266.0757,  22.9427
 1677.70, -1.18, -2.79,  0.07, 29.68,1260.8630,  22.9635
 1677.80, -1.57, -2.83,  0.07, 29.74,1254.2833,  22.9842
 1677.90, -1.41, -2.74,  0.05, 29.66,1250.0962,  23.0074
 1678.00, -1.35, -2.78,  0.05, 29.72,1258.7268,  22.9769
 1678.10, -1.25, -2.73, -0.04, 29.74,1267.6992,  22.9452
 1678.20, -1.13, -2.94, -0.06, 29.85,1258.1287,  22.9732
 1678.30, -1.11, -2.99,  0.00, 29.77,1253.0869,  22.9818
 1678.40, -1.34, -2.63,  0.24, 29.89,1265.7338,  22.9452
 1678.50, -0.67, -2.93,  0.44, 29.92,1288.8058,  22.8792
 1678.60, -0.60, -2.38,  0.59, 29.99,1278.8934,  22.9110
 1678.70, -1.40, -2.33,  0.23, 30.04,1291.7112,  22.8621
 1678.80, -1.21, -2.53,  0.39, 29.98,1327.5155,  22.7572
 1678.90, -0.78, -2.31,  0.57, 29.98,1274.5354,  22.9098
 1679.00, -1.01, -2.49,  0.52, 30.20,1332.1299,  22.7388
 1679.10, -1.23, -2.69,  0.07, 30.21,1288.9767,  22.8585
 1679.20, -1.13, -2.64,  0.20, 30.18,1318.4576,  22.7681
 1679.30, -1.70, -2.22,  0.14, 30.17,1352.6383,  22.6558
 1679.40, -1.46, -2.08,  0.47, 30.25,1313.9286,  22.7779
 1679.50, -1.37, -1.80,  0.38, 30.25,1343.3241,  22.6876
 1679.60, -1.83, -1.92,  0.58, 30.23,1339.1370,  22.6949
 1679.70, -1.81, -2.08,  0.44, 30.14,1322.7302,  22.7401
 1679.80, -2.18, -1.97,  0.63, 29.95,1358.5345,  22.6290
 1679.90, -1.67, -1.71,  0.53, 30.21,1340.1624,  22.6876
 1680.00, -1.74, -1.91,  0.44, 30.04,1344.7767,  22.6778
 1680.10, -1.69, -1.62,  0.45, 30.23,1338.7097,  22.7034
 1680.20, -1.36, -1.71,  0.46, 30.38,1340.0769,  22.6937
 1680.30, -1.94, -1.81,  0.64, 30.45,1348.7075,  22.6632
 1680.40, -2.20, -1.25,  0.57, 30.48,1345.5458,  22.6742
 1680.50, -1.69, -1.17,  1.15, 30.49,1340.1624,  22.6827
 1680.60, -1.50, -1.42,  1.01, 30.34,1358.6200,  22.6265
 1680.70, -1.01, -1.35,  0.97, 30.52,1343.2386,  22.6742
 1680.80, -0.82, -0.92,  0.85, 30.56,1334.1808,  22.7071
 1680.90, -0.53, -1.35,  0.40, 30.59,1339.1370,  22.6912
 1681.00, -1.08, -1.41,  0.30, 30.50,1365.7979,  22.5924
 1681.10, -1.40, -1.96,  0.44, 30.59,1376.1376,  22.5594
 1681.20, -1.91, -1.88, -0.07, 29.85,1376.0521,  22.5631
 1681.30, -1.62, -1.80,  0.13, 30.11,1382.9738,  22.5374
 1681.40, -1.89, -2.51, -0.27, 30.03,1379.2139,  22.5533
 1681.50, -1.63, -2.67, -0.38, 30.18,1378.1030,  22.5509
 1681.60, -1.52, -2.44, -0.41, 30.00,1363.4053,  22.6168
 1681.70, -1.87, -1.95,  0.18, 30.04,1299.0601,  22.8060
 1681.80, -1.57, -1.97, -0.04, 30.14,1289.5748,  22.8414
 1681.90, -1.62, -1.79,  0.16, 30.14,1307.6052,  22.7926
 1682.00, -1.15, -1.54,  0.12, 30.23,1276.9280,  22.8939
 1682.10, -0.78, -1.62,  0.47, 30.07,1270.3483,  22.9085
 1682.20, -0.44, -2.03,  0.48, 30.17,1278.8934,  22.8756
 1682.30, -0.95, -2.31, -0.22, 30.25,1286.4987,  22.8634
 1682.40, -0.34, -1.92,  0.06, 30.24,1290.6003,  22.8438
 1682.50, -0.90, -1.68,  0.21, 30.39,1292.1384,  22.8426
 1682.60, -0.57, -1.86,  0.08, 30.52,1288.3785,  22.8512
 1682.70, -0.42, -1.88,  0.03, 30.37,1321.9611,  22.7559
 1682.80, -0.53, -1.95, -0.07, 30.56,1335.5480,  22.7083
 1682.90, -0.69, -1.87, -0.14, 30.71,1359.3890,  22.6326
 1683.00, -1.08, -2.26,  0.08, 30.71,1362.3799,  22.6229
 1683.10, -0.96, -2.08,  0.09, 30.70,1368.2760,  22.5911
 1683.20, -1.11, -2.30,  0.01, 30.49,1376.4794,  22.5557
 1683.30, -1.48, -2.43,  0.20, 30.30,1409.8055,  22.4373
 1683.40, -1.01, -2.57,  0.20, 30.37,1395.7061,  22.4862
 1683.50, -1.50, -2.01, -0.01, 30.30,1365.7979,  22.5741
 1683.60, -1.48, -2.26, -0.05, 30.42,1377.4193,  22.5448
 1683.70, -1.41, -2.57,  0.08, 30.73,1374.5140,  22.5435
 1683.80, -1.69, -2.79,  0.36, 30.71,1278.4662,  22.8426
 1683.90, -1.64, -2.32,  0.18, 30.41,1261.8030,  22.8988
 1684.00, -1.87, -2.29,  0.33, 30.30,1280.2606,  22.8402
 1684.10, -1.59, -2.31,  0.20, 30.37,1370.3269,  22.5509
 1684.20, -1.51, -2.56,  0.26, 30.44,1375.7103,  22.5325
 1684.30, -1.32, -2.74,  0.00, 30.46,1364.3452,  22.5765
 1684.40, -1.28, -2.45,  0.25, 30.52,1319.6539,  22.7169
 1684.50, -1.56, -2.68,  0.22, 30.59,1259.7522,  22.9085
 1684.60, -1.10, -2.64,  0.14, 30.52,1286.6696,  22.8072
 1684.70, -0.96, -2.66,  0.17, 30.55,1292.0530,  22.7828
 1684.80, -1.19, -2.30,  0.14, 30.56,1289.9166,  22.7999
 1684.90, -0.56, -2.58,  0.10, 30.67,1328.4554,  22.6790
 1685.00, -0.66, -2.48,  0.36, 30.91,1327.0883,  22.6876
 1685.10, -0.21, -2.89,  0.46, 29.81,1353.8346,  22.6021
 1685.20, -0.19, -3.33,  0.52, 29.74,1366.5670,  22.5594
 1685.30, -0.55, -3.37,  0.21, 30.57,1338.4534,  22.6546
 1685.40, -0.82, -3.16, -0.08, 30.24,1250.4380,  22.9513
 1685.50, -0.84, -3.48, -0.20, 30.07,1253.0015,  22.9305
 1685.60, -0.74, -3.14, -0.23, 29.86,1258.1287,  22.9024
 1685.70, -0.62, -2.94,  0.04, 30.07,1251.1216,  22.9317
 1685.80, -0.58, -3.10,  0.15, 30.13,1249.5834,  22.9525
 1685.90, -0.47, -3.25,  0.12, 30.48,1244.1145,  22.9769
 1686.00, -1.03, -3.12,  0.14, 30.25,1226.3406,  23.0672
 1686.10, -1.12, -3.16, -0.53, 30.34,1244.1145,  22.9830
 1686.20, -1.34, -3.56,  0.10, 30.77,1226.3406,  23.0880
 1686.30, -1.30, -3.54,  0.16, 30.87,1249.1561,  22.9720
 1686.40, -1.26, -3.66, -0.26, 30.62,1262.3158,  22.9073
 1686.50, -1.49, -3.66, -0.20, 30.11,1270.9464,  22.8524
 1686.60, -1.41, -3.58, -0.58, 29.18,1276.7571,  22.8145
 1686.70, -1.27, -3.41, -0.41, 29.59,1281.5424,  22.8035
 1686.80, -1.38, -3.52, -0.72, 29.21,1267.0156,  22.8682
 1686.90, -1.32, -3.47, -0.79, 28.79,1247.4471,  22.9659
 1687.00, -1.45, -3.24, -0.44, 30.64,1235.2275,  23.0575
 1687.10, -1.21, -3.37,  0.01, 30.46,1231.2968,  23.0807
